0,Accelerometer X axis,Accelerometer Y axis,Accelerometer Z axis,Gyro X axis,Gyro Y axis,Gyro Z axis,Magnetometer X axis,Magnetometer Y axis,Magnetometer Z axis,Temperature sensor
2020-10-07 11:03:31,-0.0054931640625,-0.0245361328125,0.99517822265625,-0.04393404447115401,-0.014892578125,0.57275390625,0.4037814670138889,-0.1144748263888889,-0.2852376302083333,23.500376
2020-10-07 11:03:32,-0.0030517578125,-0.018798828125,0.99493408203125,-0.04393404447115401,-0.014892578125,0.57275390625,0.40283203125,-0.1132541232638889,-0.2931043836805556,23.500376
2020-10-07 11:03:33,-0.0076904296875,-0.01123046875,0.96307373046875,-0.04393404447115401,-0.014892578125,0.57275390625,0.4033745659722222,-0.1193576388888889,-0.2780490451388889,23.500376
2020-10-07 11:03:34,-0.0211181640625,-0.02093505859375,1.00030517578125,-0.04393404447115401,-0.014892578125,0.57275390625,0.4041883680555556,-0.11949327256944445,-0.279541015625,23.500376
2020-10-07 11:03:35,-0.007568359375,-0.02001953125,0.99530029296875,-0.04393404447115401,-0.014892578125,0.57275390625,0.4026963975694444,-0.11515299479166667,-0.289306640625,23.500376
2020-10-07 11:03:36,-0.003662109375,-0.01739501953125,0.9986572265625,-0.04393404447115401,-0.014892578125,0.57275390625,0.4052734375,-0.11705186631944445,-0.2634006076388889,23.500376
2020-10-07 11:03:37,-0.01019287109375,-0.0167236328125,0.99664306640625,-0.04393404447115401,-0.014892578125,0.57275390625,0.4045952690972222,-0.1169162326388889,-0.2765570746527778,23.562877
2020-10-07 11:03:38,-0.00811767578125,-0.01934814453125,0.9969482421875,-0.04393404447115401,-0.014892578125,0.57275390625,0.4047309027777778,-0.11881510416666667,-0.2784559461805556,23.562877
2020-10-07 11:03:39,-0.00579833984375,-0.02001953125,0.994873046875,-0.04393404447115401,-0.014892578125,0.57275390625,0.4054090711805556,-0.11311848958333333,-0.2708604600694444,23.562877
2020-10-07 11:03:40,-0.00775146484375,-0.0216064453125,0.995849609375,-0.04393404447115401,-0.014892578125,0.57275390625,0.4058159722222222,-0.1150173611111111,-0.2789984809027778,23.562877
2020-10-07 11:03:41,-0.0140380859375,-0.01251220703125,0.99566650390625,-0.04393404447115401,-0.014892578125,0.57275390625,0.4097493489583333,-0.1120334201388889,-0.2723524305555556,23.562877
2020-10-07 11:03:42,-0.0040283203125,-0.01446533203125,0.99639892578125,-0.04393404447115401,-0.014892578125,0.57275390625,0.4018825954861111,-0.11827256944444445,-0.2783203125,23.562877
2020-10-07 11:03:43,-0.01239013671875,-0.0118408203125,0.99542236328125,-0.04393404447115401,-0.014892578125,0.57275390625,0.4037814670138889,-0.10972764756944443,-0.277099609375,23.562877
2020-10-07 11:03:44,-0.0106201171875,-0.0198974609375,0.99609375,-0.04393404447115401,-0.014892578125,0.57275390625,0.4066297743055556,-0.12030707465277778,-0.2792697482638889,23.562877
2020-10-07 11:03:45,-0.011474609375,-0.01763916015625,0.99639892578125,-0.04393404447115401,-0.014892578125,0.57275390625,0.4043240017361111,-0.11271158854166667,-0.2796766493055556,23.562877
2020-10-07 11:03:46,-0.0059814453125,-0.00860595703125,0.99737548828125,-0.04393404447115401,-0.014892578125,0.57275390625,0.4051378038194444,-0.1162380642361111,-0.2903917100694444,23.562877
2020-10-07 11:03:47,0.0028076171875,-0.017333984375,0.99853515625,-0.04393404447115401,-0.014892578125,0.57275390625,0.4041883680555556,-0.11461046006944445,-0.279541015625,23.562877
2020-10-07 11:03:48,-0.00579833984375,-0.01971435546875,0.99298095703125,-0.04393404447115401,-0.014892578125,0.57275390625,0.4100206163194444,-0.11515299479166667,-0.2909342447916667,23.562877
2020-10-07 11:03:49,-0.012939453125,-0.01708984375,0.99505615234375,-0.04393404447115401,-0.014892578125,0.57275390625,0.4048665364583333,-0.11637369791666667,-0.2853732638888889,23.562877
2020-10-07 11:03:50,-0.0069580078125,-0.015869140625,0.9979248046875,-0.04393404447115401,-0.014892578125,0.57275390625,0.4062228732638889,-0.11678059895833333,-0.2747938368055556,23.562877
2020-10-07 11:03:51,-0.00555419921875,-0.012939453125,0.99676513671875,-0.04393404447115401,-0.014892578125,0.57275390625,0.4039171006944444,-0.1169162326388889,-0.2931043836805556,23.562877
2020-10-07 11:03:52,-0.01092529296875,-0.0028076171875,0.98431396484375,-0.04393404447115401,-0.014892578125,0.57275390625,0.3959147135416667,-0.1162380642361111,-0.294189453125,23.562877
2020-10-07 11:03:53,-0.026123046875,-0.01629638671875,1.0001220703125,-0.04393404447115401,-0.014892578125,0.57275390625,0.3983561197916667,-0.1144748263888889,-0.2777777777777778,23.562877
2020-10-07 11:03:54,0.006103515625,-0.017333984375,0.99310302734375,-0.04393404447115401,-0.014892578125,0.57275390625,0.4052734375,-0.11420355902777778,-0.2718098958333333,23.562877
2020-10-07 11:03:55,-0.010009765625,-0.02490234375,0.992919921875,-0.04393404447115401,-0.014892578125,0.57275390625,0.4010687934027778,-0.118408203125,-0.2762858072916667,23.562877
2020-10-07 11:03:56,-0.00518798828125,-0.01531982421875,0.9967041015625,-0.04393404447115401,-0.014892578125,0.57275390625,0.4041883680555556,-0.11962890625,-0.2731662326388889,23.562877
2020-10-07 11:03:57,-0.006103515625,-0.01959228515625,0.99627685546875,-0.04393404447115401,-0.014892578125,0.57275390625,0.4109700520833333,-0.11732313368055555,-0.2855088975694444,23.562877
2020-10-07 11:03:58,-0.00653076171875,-0.0206298828125,0.994873046875,-0.04393404447115401,-0.014892578125,0.57275390625,0.400390625,-0.11827256944444445,-0.2753363715277778,23.562877
2020-10-07 11:03:59,-0.005615234375,-0.01715087890625,0.99639892578125,-0.04393404447115401,-0.014892578125,0.57275390625,0.4047309027777778,-0.11528862847222222,-0.2735731336805556,23.562877
