-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:32.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095690787
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:32.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095691287
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:32.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095691787
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:34.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095692287
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:34.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095692787
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:34.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095693287
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:34.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095693787
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095694303
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095694788
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095695289
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095695789
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:38.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095696287
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:38.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095696788
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:38.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095697289
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:38.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095697788
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:40.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095698289
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:40.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095698787
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:40.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095699287
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:40.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095699789
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:42.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095700289
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:42.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095700789
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:42.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095701287
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:42.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095701789
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:44.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095702289
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:44.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095702789
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:01:44.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600095703289
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:32.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097011323
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:32.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097011334
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:32.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097011343
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:32.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097011353
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:32.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097011362
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:32.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097011825
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:34.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097012324
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:34.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097012823
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:34.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097013325
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:34.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097013823
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097014323
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097014824
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:23:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097015326
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:34.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097073984
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:34.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097073993
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097074326
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097074827
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097075326
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:36.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097075826
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:38.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097076325
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:38.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097076827
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:38.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097077327
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:38.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097077826
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:40.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097078325
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:40.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097078826
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:40.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097079326
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:40.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097079826
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:42.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097080326
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:42.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097080826
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:42.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097081325
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:42.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097081826
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:44.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097082325
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:44.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097082825
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:44.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097083326
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:44.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097083826
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:46.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097084326
-rw-rw-r-- 1 pvl pvl 24 2020-09-14 18:24:46.000000000 +0300 /home/pvl/ROS/decor_result/in/0x0087_0x0000001600097084826
